pid,Name,Pos,Team,Opp,Score,WL,Season,Playoffs,Min,ChK,ChD,ChA,ChKDA,ChSC,TwrD,TwrA,TwrSC,InhibD,InhibA,CS,CSOpp,CS20,CSOpp20,Jgl,Rvr,DrK,DrA,BrnK,BrnA,G(k)
14879,Taruike 'joaoleao' Yong,ADC,EL5,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,Chris 'cieza123' Hu,TOP,EL5,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,Chen 'Ragewind' Qi,MID,EL5,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14525,Wangho 'mneerhof' Yeon,JGL,EL5,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,Sun 'vhoang39' Chang,MID,EL5,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11535,Dong 'Tilman44' Shang,TOP,THB,EL5,0-1,L,2048,false,34.47199849541885,1,5,1,,,1,3,0,0,0,191,294,130,142,7,2,0,0,0,1,10.43107737885389
12265,Ted 'Deidrick' Yuchen,JGL,THB,EL5,0-1,L,2048,false,34.47199849541885,2,3,2,,,0,1,0,0,0,160,195,76,62,77,3,0,0,1,1,11.35667335806677
13724,Kent 'Juhler17' Meschery,MID,THB,EL5,0-1,L,2048,false,34.47199849541885,1,4,2,,,2,0,0,0,0,255,345,156,177,6,0,0,0,0,0,12.060572253255504
12957,Yi 'Zigfried' Ming,ADC,THB,EL5,0-1,L,2048,false,34.47199849541885,2,1,2,,,1,3,-2,0,0,301,323,170,192,7,2,0,0,0,0,13.300108250457361
12449,Ji 'tukitori' Yuyang,SUP,THB,EL5,0-1,L,2048,false,34.47199849541885,0,2,5,,,0,4,0,0,0,67,60,40,18,0,0,0,0,0,0,7.695917336700094
12608,Hojung 'Gouveiia' Jo,TOP,CH,SYG,1-0,W,2048,false,35.410758042604236,9,1,8,,,3,8,0,0,1,261,208,132,123,12,7,0,1,0,0,15.66773070398809
14394,Han 'sherlong' Zhengdong,JGL,CH,SYG,1-0,W,2048,false,35.410758042604236,6,1,9,,,0,6,0,0,0,227,141,59,67,118,20,0,0,0,0,15.955763745996506
14672,Yanhao 'Mystugan' Ming,MID,CH,SYG,1-0,W,2048,false,35.410758042604236,2,2,11,,,3,6,0,1,1,317,251,166,146,4,1,0,1,0,0,14.921154044035873
14376,Baris 'Neivas10' Kilicli,ADC,CH,SYG,1-0,W,2048,false,35.410758042604236,4,1,7,,,3,5,0,0,1,337,302,190,167,9,3,2,2,0,0,15.824286417199819
14755,Zhizhi 'Jamal123' Zhengdong,SUP,CH,SYG,1-0,W,2048,false,35.410758042604236,0,5,12,,,0,7,0,0,1,106,117,51,59,0,0,1,3,0,0,9.758427998186491
14716,Wooyoung 'ZARAKIn1' Kim,TOP,CH,SYG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,Ted 'Logernus' Meschery,TOP,CH,SYG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12481,Lin 'DaxReece' Tang,TOP,SYG,CH,0-1,L,2048,false,35.410758042604236,2,2,2,,,1,5,0,0,0,208,261,123,132,5,1,0,0,0,1,11.844922280051682
15188,Zou 'zorrlost' Shang,JGL,SYG,CH,0-1,L,2048,false,35.410758042604236,2,4,1,,,0,2,0,0,0,141,227,67,59,73,7,1,1,1,1,11.279894240091798
13090,K.J. 'Flamus78' Watanabe,MID,SYG,CH,0-1,L,2048,false,35.410758042604236,2,6,3,,,2,3,0,0,0,251,317,146,166,3,0,0,1,0,1,12.465560893040188
14361,Duo 'Raven131' Hu,ADC,SYG,CH,0-1,L,2048,false,35.410758042604236,3,4,1,,,2,3,0,0,0,302,337,167,190,7,4,0,0,0,1,14.0391973558268
14862,Tyreak 'XJaysonX' Rice,SUP,SYG,CH,0-1,L,2048,false,35.410758042604236,1,5,7,,,0,5,0,0,0,117,106,59,51,0,0,0,0,0,1,9.674858749541746
15469,Taruike 'Destr0ya' Yue,ADC,SYG,CH,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12743,Yao 'Chilante' Xiang,TOP,RBL,RDM,1-0,W,2048,false,34.34782668003257,1,1,9,,,2,5,-1,0,1,243,233,118,151,5,1,0,2,0,1,12.90090496058007
13777,Taruike 'CapoJack' Muhao,JGL,RBL,RDM,1-0,W,2048,false,34.34782668003257,3,2,7,,,0,4,0,0,1,148,188,51,89,86,8,2,2,1,1,12.566918914624951
15452,Zhu 'Moongaze' Xiang,MID,RBL,RDM,1-0,W,2048,false,34.34782668003257,6,1,8,,,3,7,0,1,1,320,254,173,140,12,5,0,1,0,1,15.950275666507569
14576,Rokhyun 'drakemfk' Kim,ADC,RBL,RDM,1-0,W,2048,false,34.34782668003257,5,1,6,,,2,5,0,0,1,354,273,200,153,10,6,1,3,0,1,16.252793811842484
13883,Yao 'lamfwemd' Delong,SUP,RBL,RDM,1-0,W,2048,false,34.34782668003257,1,2,13,,,0,7,0,0,1,68,72,33,31,0,0,0,3,0,1,9.110415942994253
15414,Ziming 'Oskulock' Hu,ADC,RBL,RDM,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14226,Jeosung 'shadow3r' Lim,TOP,RDM,RBL,0-1,L,2048,false,34.34782668003257,0,3,3,,,1,2,0,0,0,233,243,151,118,5,1,0,0,0,0,10.906880200428459
12994,Tang 'LuLuLiLa' Peng,JGL,RDM,RBL,0-1,L,2048,false,34.34782668003257,4,1,0,,,0,2,0,0,0,188,148,89,51,98,11,0,0,0,0,12.347907379527518
15378,Emmanuel 'DaKiller' Parker,MID,RDM,RBL,0-1,L,2048,false,34.34782668003257,2,5,1,,,1,1,0,0,0,254,320,140,173,3,0,0,0,0,0,11.782130496520567
13249,Ziming 'Yukiyuri' Shang,ADC,RDM,RBL,0-1,L,2048,false,34.34782668003257,1,4,0,,,1,1,1,0,0,273,354,153,200,4,0,0,0,0,0,11.852523950178059
13840,Xu 'hatazhix' Ming,SUP,RDM,RBL,0-1,L,2048,false,34.34782668003257,0,3,4,,,0,2,0,0,0,72,68,31,33,0,0,0,0,0,0,7.3251645890279535
13664,Eunkwang 'Logernus' Oh,TOP,BCH,DP,1-0,W,2048,false,41.93992721539771,6,2,15,,,3,8,0,0,1,327,274,134,146,12,3,0,3,0,1,19.18506772885354
13798,Khalid 'p0larity' Banks,JGL,BCH,DP,1-0,W,2048,false,41.93992721539771,1,3,14,,,0,5,0,0,0,204,255,48,86,94,10,2,2,1,1,15.990086930498205
12386,Seokwoo 'TheZeke' Lee,MID,BCH,DP,1-0,W,2048,false,41.93992721539771,12,1,7,,,3,5,2,1,0,416,274,165,149,12,3,0,2,0,1,22.29176391984845
14629,Torgrim 'demianmc' N'diaye,ADC,BCH,DP,1-0,W,2048,false,41.93992721539771,4,1,9,,,3,6,0,0,1,412,373,170,187,12,2,1,3,1,1,19.657095110087624
12992,Bosung 'RokzSoul' Seo,SUP,BCH,DP,1-0,W,2048,false,41.93992721539771,1,4,18,,,0,6,0,0,1,130,109,32,52,0,0,1,4,0,2,12.705678500879712
15260,Kieron 'Theox963' Allison,TOP,DP,BCH,0-1,L,2048,false,41.93992721539771,2,5,2,,,1,3,0,0,0,274,327,146,134,6,1,0,0,0,0,13.51451354484726
14702,Sanghyeon 'Litn1337' Lee,JGL,DP,BCH,0-1,L,2048,false,41.93992721539771,3,3,3,,,0,2,0,0,0,255,204,86,48,129,21,0,0,0,0,15.679192737694276
14088,Taehee 'Hirukage' Kim,MID,DP,BCH,0-1,L,2048,false,41.93992721539771,3,9,3,,,2,2,0,0,0,274,416,149,165,7,1,0,0,0,0,13.52628013952461
12166,Sanghoon 'xRobGp7x' Moon,ADC,DP,BCH,0-1,L,2048,false,41.93992721539771,2,2,3,,,1,4,-2,0,0,373,412,187,170,12,1,0,0,0,0,15.467945168535454
13330,Sungjin 'fran4025' Park,SUP,DP,BCH,0-1,L,2048,false,41.93992721539771,1,5,7,,,0,2,0,0,0,109,130,52,32,0,0,0,0,0,0,9.776941422700187
12591,Dwight 'tysonius' Delong,TOP,PND,TSB,0-1,L,2048,false,47.93040573070176,2,4,14,,,2,4,0,0,1,346,346,158,134,5,0,0,1,0,1,18.03398907188511
12531,Taruike 'tanman25' Yuyang,JGL,PND,TSB,0-1,L,2048,false,47.93040573070176,4,4,9,,,0,6,0,0,1,267,277,53,86,117,8,1,1,2,3,18.403564699174662
14725,Taehwan 'MoNo2122' Kim,MID,PND,TSB,0-1,L,2048,false,47.93040573070176,5,7,10,,,3,7,0,1,1,356,419,130,189,5,1,0,1,0,2,18.987554049529095
14659,Caleb 'Exiri' Estacio,ADC,PND,TSB,0-1,L,2048,false,47.93040573070176,7,4,8,,,3,5,0,0,1,418,442,173,183,13,3,0,1,0,2,21.164644118750495
13800,Ji 'Masstube' Zhao,SUP,PND,TSB,0-1,L,2048,false,47.93040573070176,0,5,17,,,0,6,0,0,1,120,128,22,73,0,0,0,1,0,1,12.47841953729082
13806,Niels 'aragorn1' Kok,SUP,PND,TSB,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,Max 'babinos7' Qi,TOP,TSB,PND,1-0,W,2048,false,47.93040573070176,3,2,13,,,2,8,0,0,1,346,346,134,158,10,0,0,3,0,0,18.649472960842804
14792,Duo 'Seraphos' Yue,JGL,TSB,PND,1-0,W,2048,false,47.93040573070176,6,4,9,,,0,7,0,0,1,277,267,86,53,140,30,4,4,0,0,20.024856196547578
14340,Jihun 'matadowx' Yoo,MID,TSB,PND,1-0,W,2048,false,47.93040573070176,8,4,8,,,3,4,0,1,1,419,356,189,130,11,4,0,3,0,0,21.821084141352816
15099,Ailun 'RezBlair' Zhelin,ADC,TSB,PND,1-0,W,2048,false,47.93040573070176,4,4,10,,,3,3,0,0,1,442,418,183,173,8,0,1,3,0,0,20.98564087354664
14309,Vishal 'odes4' Young,SUP,TSB,PND,1-0,W,2048,false,47.93040573070176,3,4,15,,,0,7,0,0,1,128,120,73,22,0,0,0,5,0,0,13.28739634416971
14652,Taeho 'mortexon' Kim,JGL,TSB,PND,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15098,Chris 'cermbmj3' Zhang,MID,TSB,PND,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12431,Yuta 'svajunas' Okayama,TOP,CNT,NVS,1-0,W,2048,false,35.31977022723676,4,1,10,,,2,6,0,0,2,281,223,150,132,11,3,0,2,0,1,15.099236718803441
14450,Hyunseung 'Slizyeah' Lee,JGL,CNT,NVS,1-0,W,2048,false,35.31977022723676,6,0,7,,,0,7,0,0,2,271,111,85,56,134,39,1,1,2,2,17.67099358313688
15484,Gao 'Volpatti' Ming,MID,CNT,NVS,1-0,W,2048,false,35.31977022723676,6,2,9,,,3,4,0,2,1,319,272,171,184,8,0,0,1,0,1,16.614038411752748
13734,Giovanni 'EmperorV' Pastori,ADC,CNT,NVS,1-0,W,2048,false,35.31977022723676,4,2,8,,,3,3,0,0,1,344,309,171,177,6,2,1,2,0,1,16.180764047819512
14282,Marcin 'Syntex28' Karnowski,SUP,CNT,NVS,1-0,W,2048,false,35.31977022723676,0,2,17,,,0,7,0,0,2,116,56,53,31,0,0,0,2,0,2,10.670518979900043
14985,Ali 'vaelanis' Archibald,TOP,NVS,CNT,0-1,L,2048,false,35.31977022723676,0,4,3,,,1,3,0,0,0,223,281,132,150,6,1,0,1,0,0,11.079971803486298
15504,Balazs 'Shabadim' Szendrei,JGL,NVS,CNT,0-1,L,2048,false,35.31977022723676,2,4,1,,,0,2,0,0,0,111,271,56,85,57,4,1,1,0,0,9.93716212884547
13348,Mikkel 'redadkai' Reinholt,MID,NVS,CNT,0-1,L,2048,false,35.31977022723676,3,5,1,,,2,3,0,0,0,272,319,184,171,8,2,0,1,0,0,12.79400233381198
13586,Sun 'T3rophor' Zhang,ADC,NVS,CNT,0-1,L,2048,false,35.31977022723676,1,2,2,,,1,2,0,0,0,309,344,177,171,6,0,0,1,0,0,13.090766453178167
14343,Harvey 'xupagalo' Zhang,SUP,NVS,CNT,0-1,L,2048,false,35.31977022723676,1,5,3,,,0,3,0,0,0,56,116,31,53,1,0,0,1,0,0,7.584864785519577
12606,Muhammed 'Ragewind' Arar,SUP,NVS,CNT,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14750,Tim 'cataclyz' Gloger,SUP,NVS,CNT,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11541,Hao 'alukeras' Chang,TOP,VEX,RAGE,1-0,W,2048,false,41.0588941751335,4,2,9,,,3,6,1,0,1,320,264,148,127,13,5,0,2,0,2,17.05670237087621
14100,Wonjin 'maddog53' Cho,JGL,VEX,RAGE,1-0,W,2048,false,41.0588941751335,6,1,8,,,0,7,0,0,1,237,184,80,55,105,11,2,2,2,2,18.01982822340872
14649,Zhou 'Odratsab' Fu,MID,VEX,RAGE,1-0,W,2048,false,41.0588941751335,6,1,7,,,3,7,0,1,1,379,346,189,163,8,1,0,2,0,2,19.0325006985863
14455,Ji 'jamesjag' Chang,ADC,VEX,RAGE,1-0,W,2048,false,41.0588941751335,1,3,8,,,3,5,0,0,1,361,371,186,191,3,0,1,2,0,2,17.04119496826295
14347,Alex 'KhaosSFN' Larentzakis,SUP,VEX,RAGE,1-0,W,2048,false,41.0588941751335,0,2,12,,,0,6,0,0,1,112,77,23,39,0,0,0,3,0,2,11.492581292255647
14610,Xue 'denaltin' Yuchen,TOP,RAGE,VEX,0-1,L,2048,false,41.0588941751335,1,5,5,,,1,3,0,0,0,264,320,127,148,7,0,0,1,0,0,13.330710552557107
14049,Haiyun 'Arabelle' Fan,JGL,RAGE,VEX,0-1,L,2048,false,41.0588941751335,2,4,5,,,0,2,-1,0,0,184,237,55,80,96,8,0,0,0,0,13.46597239920193
13753,Davis 'Kamataro' Taylor,MID,RAGE,VEX,0-1,L,2048,false,41.0588941751335,4,2,1,,,2,2,0,0,0,346,379,163,189,1,0,0,0,0,0,15.541330260544552
14323,Nate '7Bartek7' Ross,ADC,RAGE,VEX,0-1,L,2048,false,41.0588941751335,2,2,4,,,1,1,0,0,0,371,361,191,186,4,2,1,1,0,0,15.49915270155923
13157,Ailun 'ooNEARoo' Zhelin,SUP,RAGE,VEX,0-1,L,2048,false,41.0588941751335,0,4,8,,,0,4,0,0,0,77,112,39,23,1,0,0,1,0,0,8.957601981873708
14440,Tom 'freedomf' Jianiyou,TOP,PRD,IG,0-1,L,2048,false,44.55417136213537,3,6,6,,,1,4,0,0,0,281,340,133,135,7,2,0,2,0,0,15.27862122110703
11996,Kwangmin 'xFlipper' Ha,JGL,PRD,IG,0-1,L,2048,false,44.55417136213537,3,6,5,,,0,2,-1,0,0,181,304,59,44,96,14,2,2,0,0,14.25765280553364
14969,Reese 'randro_b' Wright,MID,PRD,IG,0-1,L,2048,false,44.55417136213537,3,5,6,,,2,3,0,0,0,336,395,160,168,5,0,1,3,0,0,16.076653969821297
14924,Zhou 'dumbo155' Tao,ADC,PRD,IG,0-1,L,2048,false,44.55417136213537,3,3,7,,,1,1,0,0,0,392,430,184,184,11,0,0,2,0,0,17.6982593479161
14881,Michel 'Juniozao' De Souza,SUP,PRD,IG,0-1,L,2048,false,44.55417136213537,0,7,9,,,0,3,0,0,0,94,170,26,58,1,0,0,3,0,0,10.080494927445153
14391,Max 'LFBorbon' Fan,MID,PRD,IG,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,Jinhong 'ZoinksXD' Lee,ADC,PRD,IG,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14997,Gao 'Oompagus' Peng,MID,PRD,IG,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14490,Zhu 'l0ltr0ll' Yue,TOP,IG,PRD,1-0,W,2048,false,44.55417136213537,9,3,14,,,3,8,0,0,1,340,281,135,133,8,4,0,1,0,2,20.340232453808365
12432,Seungmin 'Grenvell' Kim,JGL,IG,PRD,1-0,W,2048,false,44.55417136213537,7,2,13,,,0,6,0,0,1,304,181,44,59,142,14,2,2,2,2,21.067057866028293
14321,Kangyun 'rodandu5' Han,MID,IG,PRD,1-0,W,2048,false,44.55417136213537,6,2,14,,,3,5,0,1,1,395,336,168,160,6,2,0,2,0,2,20.376265413280645
14511,Cass 'patpat44' Maia,ADC,IG,PRD,1-0,W,2048,false,44.55417136213537,4,2,12,,,3,4,1,0,1,430,392,184,184,10,2,0,2,0,2,20.292482358110743
13293,Taruike 'gmuffinz' Delong,SUP,IG,PRD,1-0,W,2048,false,44.55417136213537,1,3,21,,,0,7,0,0,1,170,94,58,26,0,0,0,2,0,2,14.18616555395917
13527,Aaron 'ZayikPvP' Jawai,ADC,IG,PRD,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,Duo 'marguera' Fu,ADC,IG,PRD,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,Joe 'b4bjlov3' Morris,MID,IG,PRD,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14479,Yuta 'bane4355' Smith,TOP,K2H,FDR,0-1,L,2048,false,36.70159194367266,0,3,3,,,1,2,0,0,0,228,292,120,140,8,0,0,1,0,1,12.084895103454825
12515,Sukyoung 'echofoxx' Kim,JGL,K2H,FDR,0-1,L,2048,false,36.70159194367266,0,3,0,,,0,1,1,0,0,133,229,62,61,87,7,1,1,0,0,11.17799999999992
13592,Hojoon 'Milditex' Jung,MID,K2H,FDR,0-1,L,2048,false,36.70159194367266,3,5,0,,,2,3,0,0,0,262,322,171,150,7,2,0,2,0,0,13.445292331697402
14111,Jongwon 'jigplums' Jo,ADC,K2H,FDR,0-1,L,2048,false,36.70159194367266,1,4,0,,,2,2,0,0,0,288,379,175,193,3,1,1,2,1,1,13.36409009179124
15033,Jesse 'lazomazo' Smith,SUP,K2H,FDR,0-1,L,2048,false,36.70159194367266,0,4,2,,,0,4,0,0,0,49,92,20,16,0,0,0,2,0,1,7.904740803829744
11962,Han 'Neivas10' Tao,JGL,K2H,FDR,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14559,Adem 'Ekrinain' Kaya,TOP,FDR,K2H,1-0,W,2048,false,36.70159194367266,5,0,10,,,3,4,0,0,1,292,228,140,120,7,2,0,1,0,0,15.23580812713895
13400,Woohyung 'Gurizojc' Lee,JGL,FDR,K2H,1-0,W,2048,false,36.70159194367266,4,0,13,,,0,7,0,0,1,229,133,61,62,114,17,1,1,0,0,15.51838835417963
13061,Taishi 'Timeline' Okayama,MID,FDR,K2H,1-0,W,2048,false,36.70159194367266,4,2,13,,,3,8,0,1,1,322,262,150,171,7,0,0,1,0,0,15.776133976505665
13536,Junhong 'Gregward' Seo,ADC,FDR,K2H,1-0,W,2048,false,36.70159194367266,6,1,9,,,2,4,-1,0,1,379,288,193,175,12,0,0,1,0,0,17.465872641701043
13359,Song 'thybeast' Qi,SUP,FDR,K2H,1-0,W,2048,false,36.70159194367266,0,1,15,,,0,5,0,0,1,92,49,16,20,0,0,0,1,0,0,9.438831206726594
15028,Sydmill 'Dropixal' Jansen,TOP,LSG,EVL,0-1,L,2048,false,46.62275704984909,2,7,5,,,2,5,0,0,0,259,375,117,142,8,1,0,2,0,1,15.04589767361428
13402,Francisco 'adhdnoy1' Cvjetkovic,JGL,LSG,EVL,0-1,L,2048,false,46.62275704984909,3,4,3,,,0,6,0,0,0,194,256,79,61,116,22,1,1,1,1,15.492989755176923
14368,Hatila 'Harkle99' Cipolini,MID,LSG,EVL,0-1,L,2048,false,46.62275704984909,4,4,5,,,2,4,0,0,0,400,352,179,150,9,3,0,2,0,1,18.8395049825146
14931,Maxime 'obrinj63' Fofang,ADC,LSG,EVL,0-1,L,2048,false,46.62275704984909,3,6,4,,,2,4,0,0,0,390,438,176,181,3,2,1,2,0,1,18.003687536614354
14955,Tom '0_Nefi_0' Larsson,SUP,LSG,EVL,0-1,L,2048,false,46.62275704984909,1,4,10,,,0,5,0,0,0,108,102,26,33,1,0,0,2,0,1,11.725418453009366
14172,Seokjun 'tuzuyezo' Hwang,MID,LSG,EVL,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,Julius 'wildhawk' DeFares,TOP,EVL,LSG,1-0,W,2048,false,46.62275704984909,9,1,11,,,3,7,0,0,1,375,259,142,117,11,3,0,2,0,1,20.701084658006977
13560,Han 'Jesterea' Wang,JGL,EVL,LSG,1-0,W,2048,false,46.62275704984909,7,1,12,,,0,5,0,0,1,256,194,61,79,129,11,0,0,0,0,19.431784012820156
15057,Dong 'esquimo5' Hu,MID,EVL,LSG,1-0,W,2048,false,46.62275704984909,3,5,13,,,3,6,0,1,1,352,400,150,179,5,0,0,1,1,1,18.453373304311107
12202,Ailun 'TrajdaCZ' Fangyu,ADC,EVL,LSG,1-0,W,2048,false,46.62275704984909,6,2,9,,,2,5,0,0,1,438,390,181,176,10,1,2,2,0,0,21.295271125827927
13580,Will 'Drakojan' Anusionwu,SUP,EVL,LSG,1-0,W,2048,false,46.62275704984909,0,4,17,,,0,7,0,0,1,102,108,33,26,0,0,0,2,0,0,11.998015403970312
14063,Gabor 'Hoplahop' David,TOP,OBL,S10,0-1,L,2048,false,40.214216596476724,4,6,0,,,1,3,0,0,0,254,319,148,118,11,5,0,1,0,1,13.506266163072539
13531,Ailun 'AzuraAce' Fangyu,JGL,OBL,S10,0-1,L,2048,false,40.214216596476724,2,4,1,,,0,3,-1,0,0,254,242,116,38,147,62,1,1,1,1,15.702218827024518
15004,Hao 'ButtCake' Fan,MID,OBL,S10,0-1,L,2048,false,40.214216596476724,1,2,1,,,2,2,0,0,0,340,341,175,146,7,1,1,2,0,1,14.92186862526308
13990,Amaury 'JJ_Bluez' Obasohan,ADC,OBL,S10,0-1,L,2048,false,40.214216596476724,0,4,0,,,1,2,0,0,0,332,428,176,189,5,0,0,1,0,1,14.408999999999912
15154,Sungmin 'GalaxyHK' Shim,SUP,OBL,S10,0-1,L,2048,false,40.214216596476724,0,6,1,,,0,3,0,0,0,60,138,40,40,0,0,0,2,0,1,8.408886027965892
14619,Ji 'Chrisf50' Hu,TOP,S10,OBL,1-0,W,2048,false,40.214216596476724,8,2,12,,,3,8,1,0,1,319,254,118,148,9,1,0,1,0,1,18.09217044134418
14805,Pawel 'thershey' Tomczyk,JGL,S10,OBL,1-0,W,2048,false,40.214216596476724,2,2,15,,,0,3,0,0,1,242,254,38,116,109,4,2,2,1,1,16.57121609905651
14708,Janghun 'cipojo11' Kim,MID,S10,OBL,1-0,W,2048,false,40.214216596476724,4,2,13,,,3,7,0,1,1,341,340,146,175,2,1,0,2,0,1,17.00669230868393
14670,Luca 'teahouse' Zilli,ADC,S10,OBL,1-0,W,2048,false,40.214216596476724,8,0,10,,,3,5,0,0,1,428,332,189,176,13,7,0,2,0,1,20.41238622514408
13057,Lonnie 'Attidack' Jackson,SUP,S10,OBL,1-0,W,2048,false,40.214216596476724,0,1,20,,,0,7,0,0,1,138,60,40,40,0,0,0,2,0,1,11.845234041010546
13180,Sungoh 'querriqe' Choi,TOP,TRP,PLG,1-0,W,2048,false,38.48683648715443,5,2,7,,,2,5,0,0,1,291,236,157,112,13,5,0,1,0,0,15.734184503127878
14543,Ungsiik 'LegoIPod' Son,JGL,TRP,PLG,1-0,W,2048,false,38.48683648715443,7,3,3,,,0,6,1,0,1,240,207,45,86,110,5,0,0,1,2,16.81173385618778
14909,Bruce 'Rengacia' Irwin,MID,TRP,PLG,1-0,W,2048,false,38.48683648715443,4,0,7,,,3,6,0,1,1,369,289,183,152,9,1,1,1,0,1,17.205956909935196
14925,Adan 'IBackupZ' Ballard,ADC,TRP,PLG,1-0,W,2048,false,38.48683648715443,1,3,5,,,3,6,0,0,1,337,341,167,178,5,1,0,0,0,1,15.134469406297745
15007,Dong 'ValySefu' Zhelin,SUP,TRP,PLG,1-0,W,2048,false,38.48683648715443,0,0,12,,,0,7,0,0,1,77,47,20,25,0,0,0,1,0,0,9.59180852551461
13716,Matt 'Aidenx2o' Fangyu,TOP,PLG,TRP,0-1,L,2048,false,38.48683648715443,4,5,1,,,2,3,0,0,0,236,291,112,157,10,1,0,2,0,0,13.293807520129922
15094,Gerben 'LonyTony' Moors,JGL,PLG,TRP,0-1,L,2048,false,38.48683648715443,1,5,5,,,0,1,0,0,0,207,240,86,45,109,10,2,2,0,0,13.779129624113903
13614,Romain 'niko9522' Mussard,MID,PLG,TRP,0-1,L,2048,false,38.48683648715443,3,3,4,,,2,2,0,0,0,289,369,152,183,1,0,1,3,0,0,14.254604708136211
14217,K.J. 'Porygon2' Smith,ADC,PLG,TRP,0-1,L,2048,false,38.48683648715443,0,2,5,,,1,4,0,0,0,341,337,178,167,6,1,0,2,0,0,14.6678790581933
12061,Terrence 'LordTyco' Zhelin,SUP,PLG,TRP,0-1,L,2048,false,38.48683648715443,0,2,6,,,0,3,-1,0,0,47,77,25,20,0,0,0,2,0,0,8.192123086994735
13393,An 'wantanin' Nguyễn,TOP,LIL,RAM,0-1,L,2048,false,33.8554399566118,1,6,2,,,1,1,0,0,0,195,270,146,119,9,1,0,0,0,0,10.361234940706504
15078,Donghoon 'Fernan18' Lee,JGL,LIL,RAM,0-1,L,2048,false,33.8554399566118,1,7,0,,,0,0,0,0,0,108,291,65,93,51,5,1,1,0,0,9.029104737232231
15086,Taeyong 'DanteDMC' Kim,MID,LIL,RAM,0-1,L,2048,false,33.8554399566118,3,7,0,,,1,1,0,0,0,212,316,144,167,5,2,0,1,0,0,11.310951116231905
13703,Gao 'lafesefe' Muhao,ADC,LIL,RAM,0-1,L,2048,false,33.8554399566118,1,5,0,,,1,2,0,0,0,245,349,173,175,6,1,0,0,0,0,11.251177812419161
14179,Minjun 'bronopol' Kang,SUP,LIL,RAM,0-1,L,2048,false,33.8554399566118,0,5,4,,,0,2,1,0,0,56,125,31,58,0,0,0,0,0,0,7.047435612723309
11335,Uchan 'seanbaik' Jang,TOP,RAM,LIL,1-0,W,2048,false,33.8554399566118,5,1,13,,,3,5,0,0,1,270,195,119,146,7,2,0,2,1,2,15.500445963741402
14118,Junsu 'Hitsuzen' Kim,JGL,RAM,LIL,1-0,W,2048,false,33.8554399566118,9,1,10,,,0,5,0,0,1,291,108,93,65,134,15,2,2,0,0,18.56224982990444
14760,Greg 'noailles' Boros,MID,RAM,LIL,1-0,W,2048,false,33.8554399566118,6,1,11,,,3,5,0,1,1,316,212,167,144,6,4,0,2,0,0,16.15559753841834
13319,Uijo 'Lilablau' Kim,ADC,RAM,LIL,1-0,W,2048,false,33.8554399566118,10,1,8,,,2,4,-1,0,1,349,245,175,173,11,9,1,3,1,1,18.10954012735781
14577,Ji 'BakerBoy' Hanlin,SUP,RAM,LIL,1-0,W,2048,false,33.8554399566118,0,2,19,,,0,5,0,0,1,125,56,58,31,0,0,0,3,0,2,10.741870406548387
